url,scrape_time,idx,title,local_area_name,pricing_indicative,about,address,cadastreinfo_part,key_info,pricing_details,facilities
https://www.finn.no/realestate/homes/ad.html?finnkode=354550029,2024-05-26 19:45:18,354550029,"Skansen | Sjarmerende enebolig med fantastisk utsikt, tre soverom, god standard og herlig bakgård med tilhørende uthus!",,9 750 000 kr,"Om boligenVelkommen til Nils Klims gate 4! Et klassisk Bergenhus med flere gode kvaliteter, smart planløsning og med gjennomgående standard. Det har jevnlig blitt gjort vedlikeholdt både utvendig og innvendig. Boligen går over to etasjer pluss loft og uthus. Innvendig har samtlige overflater blitt helsparklet og malt. Det er innstallert innfelte spotter i stue og på kjøkken. Fantastisk utsiktSjarmerende Bergenshus.Svært gode turmuligheter i området.Gangavstand til Bryggen og sentrum.Installert elbil lader på utsiden av huset.Oppgradert bad i 2022 med ny innredning.Egen uteplass hvor man sitter skjermet for innsyn.Innredet uthus og stort hobbyrom/bod i bakgården. Her er man omkranset av sjarmerende og fredelige omgivelser hver dag. Med kort avstand til alt man skulle trenge. Velkommen til visning!Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Nils Klims gate 4, 5031 Bergen",Kommunenr: 4601Gårdsnr: 167Bruksnr: 1171,"{'Boligtype': 'Enebolig', 'Eieform': 'Eier (Selveier)', 'Soverom': '3', 'Internt bruksareal': '112 m² (BRA-i)', 'Bruksareal': '131 m²', 'Eksternt bruksareal': '19 m² (BRA-e)', 'Byggeår': '1873', 'Energimerking': 'G - Rød', 'Tomteareal': '106 m² (eiet)'}","{'Totalpris': '10\xa0010\xa0040 kr', 'Omkostninger': '260\xa0040 kr', 'Kommunale avg.': '21\xa0600 kr per år', 'Formuesverdi': '1\xa0670\xa0869 kr'}",Peis/IldstedParkettBarnevennligRoligKabel-TVSentraltTurterrengOffentlig vann/kloakkUtsiktBredbåndstilknytningLademulighet
https://www.finn.no/realestate/homes/ad.html?finnkode=351412767,2024-05-26 19:45:19,351412767,Ditt hjem? Nydelig leilighet m/ original stukkatur & rosett- rolig beliggenhet mot indre bakgård- mulighet for balkong,Alexander Kiellands plass,3 600 000 kr,"Om boligenSom om alt var avtalt på forhånd? For er det nettopp akkurat Hauchs gate 6B du har ventet på? For dette er en perle av de sjeldne. Boligen har en svært sentralt beliggenhet rett ved Alexander Kiellands plass, men har samtidig en stille og rolig plassering i byggets 4. etasje inn mot indre bakgård.  Kort om boligen:  - Original stukkatur og rosett. - Romslig takhøyde i stuedel.  - Spesialtilpasset og svært arealeffektiv sengeløsning. - Store vindusflater sikrer et herlig, naturlig lys inn til leiligheten. - Peis. - Fin plass til både sitte og spisegruppe. - Kjøkken kan gjøres om til et soverom, flere tilsvarende leiligheter har gjort dette. - Det er i sameiet akkurat vedtatt mulighet for balkong. Konferer med megler for mer informasjon her. - Alle fasiliteter rett utenfor døren.Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Hauchs gate 6B, 0175 Oslo",Kommunenr: 301Gårdsnr: 218Bruksnr: 103Seksjonsnr: 20,"{'Boligtype': 'Leilighet', 'Eieform': 'Eier (Selveier)', 'Soverom': '0', 'Internt bruksareal': '27 m² (BRA-i)', 'Bruksareal': '31 m²', 'Eksternt bruksareal': '4 m² (BRA-e)', 'Etasje': '4', 'Byggeår': '1898', 'Energimerking': 'G - Oransje', 'Rom': '1', 'Tomteareal': '463 m² (eiet)'}","{'Totalpris': '3\xa0803\xa0052 kr', 'Omkostninger': '98\xa0611 kr', 'Fellesgjeld': '104\xa0441 kr', 'Felleskost/mnd.': '3\xa0809 kr', 'Fellesformue': '28\xa0420 kr', 'Formuesverdi': '748\xa0249 kr'}",FellesvaskeriKjæledyr tillattOffentlig vann/kloakkPeis/IldstedRoligSentralt
https://www.finn.no/realestate/homes/ad.html?finnkode=354548935,2024-05-26 19:45:21,354548935,St. Hanshaugen | Moderne og gjennomgående 4-roms i klassisk bygård med stilrent kjøkken fra 2023. Generøs takhøyde!,,9 490 000 kr,"Om boligenVelkommen til Stensberggata 15B - en moderne og lekker 4-roms selveier med klassiske detaljer, god standard og koselig peis. Leiligheten har en ettertraktet beliggenhet for deg som ønsker å bo sentralt med gangavstand til alt man trenger i hverdagen. HIGHLIGHTS Nymalte overflater fra 2023Flott kjøkken fra 2023Stilrent bad fra 2021Generøs takhøyde i hele leilighetenGode oppbevaringsmuligheterNærhet til flere parkerKort vei til både buss, trikk og T-bane Leiligheten inneholder entré, bad, stue, kjøkken og 3 soverom. I tillegg disponerer leiligheten to kjellerboder på til sammen 9 kvm. Beliggenheten på St.Hanshaugen er svært sentral med nærhet til alt av servicetilbud, shoppingmuligheter og kollektivtransport. Bogstadveien ligger en gåtur fra ytterdøren. Velkommen til visning!Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Stensberggata 15B, 0170 Oslo",Kommunenr: 301Gårdsnr: 217Bruksnr: 345Seksjonsnr: 1,"{'Boligtype': 'Leilighet', 'Eieform': 'Eier (Selveier)', 'Soverom': '3', 'Internt bruksareal': '102 m² (BRA-i)', 'Bruksareal': '111 m²', 'Eksternt bruksareal': '9 m² (BRA-e)', 'Byggeår': '1914', 'Energimerking': 'G - Oransje', 'Rom': '4', 'Tomteareal': '913 m² (eiet)'}","{'Totalpris': '9\xa0893\xa0992 kr', 'Omkostninger': '251\xa0500 kr', 'Fellesgjeld': '152\xa0492 kr', 'Felleskost/mnd.': '5\xa0011 kr', 'Formuesverdi': '1\xa0683\xa0563 kr'}",Peis/IldstedParkettBarnevennligRoligModerneSentraltTurterrengOffentlig vann/kloakkVaktmester-/vektertjenesteBredbåndstilknytning
https://www.finn.no/realestate/homes/ad.html?finnkode=354302190,2024-05-26 19:45:22,354302190,Pen 4-roms hjørneleilighet|Heis|Garasjeplass m/lader|Vestvendt balkong m/fin utsikt|2 bad|Fyr. og v.vann inkl.|Sentralt,Grefsen Stasjon,10 500 000 kr,"Om boligenLys og romslig 4-roms hjørneleilighet, sentralt beliggende i grønt og rolig bomiljø, i det veletablerte prosjektet Grefsen Stasjon.  Høydepunkter: - Barnevennlig - Selveier - Heisadkomst - Garasjeplass m/elbil-lader - Vestvendt balkong på 11 kvm m/elektronisk markise med vindsensor - Entré m/skyvedørsgarderobe & adkomst til hovedbad - Åpen stue/kjøkken-løsning - Marbodal kjøkkeninnredning m/integrerte hvitevarer, vannstopper & komfyrvakt - Hovedsoverom m/en suite bad & walk-in closet - Innvendig bod + disp. kjellerbod - Parkettgulv - Balansert ventilasjon - Innvendig solskjerming m/plissegardiner i alle rom - Fyring & varmtvann inkl. (lave strømkost.) - Kort vei til nærbutikk, kollektivtilbud, barnehage, skole, forretninger, servicetilbud, fritidsaktiviteter & turmuligheter  Velkommen!Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Hans Nordahls gate 82, 0485 Oslo",Kommunenr: 301Gårdsnr: 79Bruksnr: 118Seksjonsnr: 30,"{'Boligtype': 'Leilighet', 'Eieform': 'Eier (Selveier)', 'Soverom': '3', 'Internt bruksareal': '101 m² (BRA-i)', 'Bruksareal': '106 m²', 'Eksternt bruksareal': '5 m² (BRA-e)', 'Balkong/Terrasse': '11 m² (TBA)', 'Etasje': '4', 'Byggeår': '2015', 'Energimerking': 'B - Lysegrønn', 'Rom': '4', 'Tomteareal': '772 m² (eiet)'}","{'Totalpris': '10\xa0763\xa0000 kr', 'Omkostninger': '263\xa0000 kr', 'Felleskost/mnd.': '5\xa0164 kr', 'Fellesformue': '23\xa0484 kr', 'Eiendomsskatt': '4\xa0816 kr per år', 'Formuesverdi': '2\xa0292\xa0939 kr'}",Balkong/TerrasseBarnevennligBredbåndstilknytningGarasje/P-plassHeisKjæledyr tillattIngen gjenboereKabel-TVOffentlig vann/kloakkParkettRoligSentraltUtsiktLademulighetBalansert ventilasjon
https://www.finn.no/realestate/homes/ad.html?finnkode=354548596,2024-05-26 19:45:24,354548596,"Flott halvpart av tomannsbolig, med dobbel carport og store uteplasser. Fantastisk fellesareal med basseng og trimrom!",Vinterbro/Togrenda,7 180 000 kr,"Om boligenIleveien 43 er en delikat halvpart av en vertikaldelt tomannsbolig over to plan, med pen og moderne standard fra 2010. Her bor man i et rolig og barnevennlig område, med kort vei til badeplass, kjøpesenter og helårs turmuligheter i skogen. Boligen ligger høyt til med god utsikt over naturen, og en balkong og to store terrasser på hver sin side innbyr til hygge sommerstid. Bilen parkeres i en dobbel carport med sportsbod. Sameiet har flotte fasiliteter til fri benyttelse, inkludert sauna, treningsrom og innendørs svømmebasseng. Hovedetasjen i boligen består av en flott, åpen stue-/kjøkkenløsning med peisovn, store vinduer og full takhøyde, der kjøkkenet har trendy innredning med øy og dels integrerte hvitevarer. Videre er det tre gode soverom og to flislagte bad/wc, hvor det ene har badekar.Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Ileveien 43, 1407 Vinterbro",Kommunenr: 3218Gårdsnr: 113Bruksnr: 130Seksjonsnr: 2,"{'Boligtype': 'Tomannsbolig', 'Eieform': 'Eier (Selveier)', 'Soverom': '3', 'Internt bruksareal': '133 m² (BRA-i)', 'Bruksareal': '138 m²', 'Eksternt bruksareal': '5 m² (BRA-e)', 'Balkong/Terrasse': '84 m² (TBA)', 'Byggeår': '2010', 'Energimerking': 'C - Rød', 'Tomteareal': '1\xa0094 m² (eiet)', 'Boligselgerforsikring': 'Ja'}","{'Totalpris': '7\xa0380\xa0000 kr', 'Omkostninger': '200\xa0000 kr', 'Felleskost/mnd.': '2\xa0518 kr', 'Kommunale avg.': '18\xa0880 kr per år', 'Formuesverdi': '1\xa0860\xa0810 kr'}",
https://www.finn.no/realestate/homes/ad.html?finnkode=354547237,2024-05-26 19:45:25,354547237,Koselig og velholdt 2-roms selveier - Bad og kjøkken fra 2016 - Solrik markterrasse med sjøutsikt - Sentralt boområde.,Tolvsrød,1 790 000 kr,"Om boligenVelkommen til Valløveien 82 C ? en velholdt, pen og arealeffektiv 2-roms selveierleilighet i første etasje. Beliggenheten er meget sentral og attraktiv, med umiddelbar nærhet til busstopp, idrettsanlegg og matbutikk, samt kort vei til idylliske turområder og til sjøen med flere populære badestrender. Videre kan eiendommen skilte med en stor, frodig og solrik fellestomt, asfaltert gårdsplass og en egen, fin markterrasse med sjøutsikt i hagen.   Leiligheten fremstår med stilrene farge- og materialvalg og praktisk planløsning. Stuen og kjøkkenet ligger i åpen løsning, og kjøkkenet fra 2016 er moderne og pent. Videre har leiligheten et helfliset bad/wc/vaskerom fra 2016, en fin entré og et lyst og tiltalende soverom. Oppbevaringsplass finnes i en bred rekke med garderobeskap på soverommet. Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Valløveien 82C, 3154 Tolvsrød",Kommunenr: 3905Gårdsnr: 140Bruksnr: 225Seksjonsnr: 1,"{'Boligtype': 'Leilighet', 'Eieform': 'Eier (Selveier)', 'Soverom': '1', 'Internt bruksareal': '38 m² (BRA-i)', 'Bruksareal': '38 m²', 'Etasje': '1', 'Byggeår': '1929', 'Tomteareal': '794 m² (eiet)'}","{'Totalpris': '1\xa0845\xa0202 kr', 'Omkostninger': '55\xa0202 kr', 'Kommunale avg.': '14\xa0528 kr per år', 'Formuesverdi': '485\xa0792 kr'}",
https://www.finn.no/realestate/homes/ad.html?finnkode=350899165,2024-05-26 19:45:26,350899165,"AREFJORD | Sjelden mulighet! - Stor, herskapelig enebolig med gode rom - Smarthusløsning - Barnevennlig område - Må ses!",,7 950 000 kr,"Om boligenVelkommen til Heiane 14! - Lekker enebolig i meget ettertraktet og barnevennlig område med svært god trivsel og hvor folk er bosatt lenge. Det er med god grunn at det sjeldent er boliger for salg i Arefjord. Dette er også et godt sted for barn å vokse opp med gangavstand til både Brattholmen barneskole, Danielsen barne- og ungdomsskole samt flere barnehager. Barn som vokser opp her kan dermed holde seg i samme omgangskrets fra barnehage til ungdomsskole. Til Straume området tar det ca. 4 min. med bil, men du kan også fint ta beina fatt.  Høydepunkter: - Perfekt for stor familie - 4 (6) soverom - Smarthusløsning - Varmekabler i alle rom med unntak av bod - Barnevennlig område - Gangavstand til skole, barnehage og Sartor senter  Velkommen til en hyggelig visning!Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","heiane 14, 5350 Brattholmen",Kommunenr: 4626Gårdsnr: 41Bruksnr: 721,"{'Boligtype': 'Enebolig', 'Eieform': 'Eier (Selveier)', 'Soverom': '4', 'Internt bruksareal': '262 m² (BRA-i)', 'Bruksareal': '273 m²', 'Eksternt bruksareal': '11 m² (BRA-e)', 'Etasje': '2', 'Byggeår': '2011', 'Energimerking': 'B - Rød', 'Rom': '7', 'Tomteareal': '774 m² (eiet)'}","{'Totalpris': '8\xa0149\xa0750 kr', 'Omkostninger': '199\xa0750 kr', 'Kommunale avg.': '25\xa0763 kr per år', 'Formuesverdi': '1\xa0845\xa0408 kr'}",Balkong/TerrasseBarnevennligGarasje/P-plassHageKjæledyr tillattOffentlig vann/kloakkRoligSentraltUtsiktTurterrengLademulighetBalansert ventilasjon
https://www.finn.no/realestate/homes/ad.html?finnkode=354546531,2024-05-26 19:45:28,354546531,Enebolig i Åmot - Hylland. Alt på en flate. Dobbel garasje,,3 400 000 kr,"Om boligenEnebolig med alt på en flate og stor dobbel garasje på Hylland - Åmot. Inneholder 3 soverom, bad, toalett, vaskerom, kjøkken, stue, spisestue, tv- stue og en stor og solrik terrasse.   Hylland ligger ca 1,7 km fra Åmot skule og sentrum.  Boligen bærer preg av godt vedlikehold og er pusset opp i nyere tid. Det er blandt annet lagt nytt tak i 2021, kjøkkenet er nytt i 2015 og det elektriske anlegget er oppgradert senest i 2021.  Dobbel fullisolert garasje over 2 plan.  Grunnflate på ca 70 kvm, ekstra god takhøyde og elektrisk leddport.Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Raulandsvegen 219, 3890 Vinje",Kommunenr: 4036Gårdsnr: 38Bruksnr: 33Borettslag-andelsnummer: 0,"{'Boligtype': 'Enebolig', 'Eieform': 'Eier (Selveier)', 'Soverom': '3', 'Internt bruksareal': '117 m² (BRA-i)', 'Bruksareal': '202 m²', 'Eksternt bruksareal': '85 m² (BRA-e)', 'Balkong/Terrasse': '44 m² (TBA)', 'Etasje': '1', 'Byggeår': '1978', 'Energimerking': 'F - Gul', 'Rom': '3', 'Tomteareal': '1\xa0373 m² (eiet)'}","{'Totalpris': '3\xa0486\xa0240 kr', 'Omkostninger': '86\xa0240 kr', 'Kommunale avg.': '10\xa0609 kr per år', 'Formuesverdi': '359\xa0509 kr'}",BarnevennligBalkong/TerrasseGarasje/P-plassOffentlig vann/kloakkPeis/IldstedTurterrengRolig
https://www.finn.no/realestate/homes/ad.html?finnkode=354546348,2024-05-26 19:45:30,354546348,Nyoppusset & historisk enebolig på idyllisk eiendom! Stor tomt med fantastisk uteplass. Meget barnevennlig,Vinterbro / Sjøskogen,6 290 000 kr,"Om boligenVelkommen til Sjøskogenveien 32 - en sjelden mulighet og en følelse av sørlandsidyll - midt på Vinterbro!  Boligen er opprinnelig fra 1700 - full av historie og særpreg - og vedlikeholdt og ivaretatt på beste vis. Det seneste året er boligen betydelig oppusset og fremstår meget innbydende.  Eiendommen er flott opparbeidet og ligger høyt og solrikt til. Det er etablert fantastiske uteplasser, med beplantning som rammer inn eiendommen på sjarmerende vis.  Boligen ligger fint til på feltet med kort vei til skoler, barnehager og alt Vinterbro kan tilby.   Påkostet, velholdt og sjarmerendeNye vinduer og balkongdørNytt kjøkken med stenbenkeplateModerniserte overflaterSlipte originale tregulvDelvis fornyet El-anleggNy varmepumpe fra MitsubishiEtablert ny adkomst med trapp i granittGangavstand til  alt Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Sjøskogenveien 32, 1407 Vinterbro",Kommunenr: 3218Gårdsnr: 107Bruksnr: 693,"{'Boligtype': 'Enebolig', 'Eieform': 'Eier (Selveier)', 'Soverom': '4', 'Internt bruksareal': '123 m² (BRA-i)', 'Bruksareal': '123 m²', 'Balkong/Terrasse': '63 m² (TBA)', 'Byggeår': '1700', 'Energimerking': 'G - Gul', 'Rom': '5', 'Tomteareal': '1\xa0285 m² (eiet)'}","{'Totalpris': '6\xa0467\xa0750 kr', 'Omkostninger': '177\xa0750 kr'}",Balkong/TerrassePeis/IldstedBarnevennligRoligSentraltGarasje/P-plassBademulighetTurterrengOffentlig vann/kloakkUtsiktBredbåndstilknytning
https://www.finn.no/realestate/homes/ad.html?finnkode=354545623,2024-05-26 19:45:31,354545623,"Stilren 2-roms selveier vesentlig oppgradert i 2023. Sentral beliggenhet. Svært lave felleskostnader (kr. 549,-/mnd.).",Møllenberg,2 690 000 kr,"Om boligenLekker 2-roms med stilren fremtoning etter vesentlig oppgraderingsprosess i 2023. Svært sentral plassering rett ved Solsiden, 5 min gange inn til sentrumskjernen, og sykkelavstand på 5-10 min til byens store studiesteder. Stilren stue med 1-stavsgulv, gulvvarme og downlights.Lekkert kjøkken med moderne innredning fra 2023, og integrert oppvaskmaskin, komfyr og platetopp.Bad renovert i 2023 med gulvvarme, dusjnisje, opplegg for vaskemaskin, toalett, og servant med underskap. Tilstandsgrad 1.Romslig soverom på ca. 11 kvm med etablert garderobe som medfølger i handelen.Nytt skjultanlegg i alle rom fra 2023.Lagt ny isolasjon i alle vegger i renoveringsprosessen.Gulvvarme i alle oppholdsrom.Smartstyring med app av downlights i alle rom.Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Kirkegata 39B, 7014 Trondheim",Kommunenr: 5001Gårdsnr: 410Bruksnr: 111Seksjonsnr: 7,"{'Boligtype': 'Leilighet', 'Eieform': 'Eier (Selveier)', 'Soverom': '1', 'Internt bruksareal': '36 m² (BRA-i)', 'Bruksareal': '36 m²', 'Etasje': '1', 'Byggeår': '1890', 'Energimerking': 'G - Rød', 'Tomteareal': '675 m² (eiet)', 'Boligselgerforsikring': 'Ja'}","{'Totalpris': '2\xa0768\xa0150 kr', 'Omkostninger': '78\xa0150 kr', 'Felleskost/mnd.': '549 kr', 'Kommunale avg.': '9\xa0048 kr per år', 'Formuesverdi': '604\xa0896 kr'}",SentraltOffentlig vann/kloakkBredbåndstilknytning
https://www.finn.no/realestate/homes/ad.html?finnkode=353429347,2024-05-26 19:45:36,353429347,Svært attraktiv toppleilighet med balkong og flott utsikt - God standard - Fjernvarme/varmtvann - Ingen dokumentavgift,Kampen,5 100 000 kr,"Om boligenVelkommen til Sons gate 5A - En svært attraktiv toppleilighet med balkong og utsikt over Kampen Park, med populær beliggenhet i rolige omgivelser. En rekke servicetilbud og fasiliteter i umiddelbar nærhet, med gangavstand til et godt kollektivtilbud: Stilren og påkostet 2-roms toppleilighetBalkong med utsikt over Kampen ParkUtsikt mot Ekeberg fra soveromGjennomgående planløsningVesentlig oppusset i 2016 og god standardSigdal-kjøkken med int. hvitevarerVinduer og balkongdører skiftet i 2023Sentralfyring, varmtvann og fibernett inkludert i fellesutgifterLavt strømforbruk (ca. 5600 kwh årlig)Svært attraktiv beliggenhet i et koselig nærmiljøBusstopp rett ved og kort gange til T-baneLave omkostninger ved kjøp - Ingen dokumentavgiftMinus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Sons gate 5A, 0654 Oslo",Kommunenr: 301Gårdsnr: 231Bruksnr: 425Borettslag-navn: AS Sons Gate 5Borettslag-orgnummer: 930300454,"{'Boligtype': 'Leilighet', 'Eieform': 'Aksje', 'Soverom': '1', 'Internt bruksareal': '55 m² (BRA-i)', 'Bruksareal': '63 m²', 'Eksternt bruksareal': '8 m² (BRA-e)', 'Balkong/Terrasse': '2 m² (TBA)', 'Etasje': '5', 'Byggeår': '1936', 'Energimerking': 'F - Gul', 'Rom': '2', 'Tomteareal': '869 m² (eiet)'}","{'Totalpris': '5\xa0467\xa0088 kr', 'Omkostninger': '24\xa0088 kr', 'Fellesgjeld': '343\xa0000 kr', 'Felleskost/mnd.': '5\xa0968 kr', 'Fellesformue': '279 kr', 'Formuesverdi': '1\xa0224\xa0409 kr'}",Balkong/TerrasseBarnevennligBredbåndstilknytningKjæledyr tillattIngen gjenboereParkettRoligSentraltUtsikt
https://www.finn.no/realestate/homes/ad.html?finnkode=315298016,2024-05-26 19:45:37,315298016,"SJELDEN & UNIK EIENDOM MED CA 3 MÅL TOMT. Sveitservilla, egen strandlinje og naust. Meget attraktivt boområde. Se video.",Charlottenlund,20 000 000 kr,"Om boligenVelkommen til Villa Skogholt. En unik mulighet til å skaffe seg en Sveitservilla fra 1916 i et av Trondheims mest attraktive områder.   Dette er virkelig muligheten du ikke vil gå glipp av. Her selges det nesten aldri boliger, men nå ligger Hasselbakkvegen 13 for salg. Kombinasjonen av plassering, tomtestørrelse og hus gjør at dette tilhører sjeldenhetene i dagens marked. Eiendommen er på 266 kvm hvor det i tillegg er en dobbelgarasje på 45 kvm samt et naust på ca 30 kvm. Selve tomten er på ca 3 mål og strekker seg helt ned til vannkanten.   NB; Se video av eiendommen i annonsen.   Ta gjerne kontakt for avtale om privat visning.  Ønsker deg velkommen til visning.Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Hasselbakkvegen 13, 7060 Charlottenlund",Kommunenr: 5001Gårdsnr: 17Bruksnr: 38,"{'Boligtype': 'Enebolig', 'Eieform': 'Eier (Selveier)', 'Soverom': '5', 'Primærrom': '244 m²', 'Bruksareal': '266 m²', 'Byggeår': '1916', 'Energimerking': 'G - Gul', 'Rom': '7', 'Tomteareal': '2\xa0902 m² (eiet)'}","{'Totalpris': '20\xa0501\xa0170 kr', 'Omkostninger': '501\xa0170 kr', 'Kommunale avg.': '26\xa0000 kr per år', 'Formuesverdi': '2\xa0083\xa0002 kr'}",BarnevennligBalkong/TerrasseGarasje/P-plassKabel-TVFiskemulighetAlarmOffentlig vann/kloakkPeis/IldstedTurterrengUtsiktSentraltBredbåndstilknytningRoligBademulighet
https://www.finn.no/realestate/homes/ad.html?finnkode=354543356,2024-05-26 19:45:38,354543356,Flott 2-roms toppleilighet med solrik balkong på 7 m² | Nydelig utsikt | Heis |,Ensjø,4 900 000 kr,"Om boligenPrivatMegleren har gleden av å presentere Grønvoll allé 42, en flott 2-roms toppleilighet beliggende høyt og fritt med balkong og heis. Leiligheten er gjennomgående og har en arealeffektiv planløsning med romslig entré, bad, soverom og kjøkken i åpen løsning mot stue. Stuen har utgang til sydøstvendt balkong på ca. 7 m² med flott utsyn og gode solforhold. Boligen holder en god standard fra 2019, eksiterende bygg ble renovert og påbygget, hvilket gir boligen særpreg, kulturminne og sjarm kombinert med med modernisme og god standard. Boligen ligger i et skjermet, men samtidig urbant boområde med gangavstand til T-bane og alt man trenger i en hektisk hverdag. Her kan du flytte rett inn!Flott utleieobjektVannbåren gulvvarme og balansert ventilasjon for godt inneklimaKort vei til T-bane og buss  Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Grønvoll allé 42, 0661 Oslo",Kommunenr: 301Gårdsnr: 130Bruksnr: 139Seksjonsnr: 38,"{'Boligtype': 'Leilighet', 'Eieform': 'Eier (Selveier)', 'Soverom': '1', 'Internt bruksareal': '50 m² (BRA-i)', 'Eksternt bruksareal': '8 m² (BRA-e)', 'Balkong/Terrasse': '7 m² (TBA)', 'Etasje': '4', 'Byggeår': '2019', 'Energimerking': 'B - Lysegrønn', 'Tomteareal': '3\xa0156 m² (eiet)', 'Boligselgerforsikring': 'Ja'}","{'Totalpris': '5\xa0033\xa0400 kr', 'Omkostninger': '133\xa0400 kr', 'Felleskost/mnd.': '3\xa0382 kr', 'Fellesformue': '9\xa0341 kr', 'Formuesverdi': '1\xa0143\xa0267 kr'}",Balkong/TerrasseParkettHeisBarnevennligRoligModerneSentraltBademulighetTurterrengUtsiktLademulighet
https://www.finn.no/realestate/homes/ad.html?finnkode=354291026,2024-05-26 19:45:40,354291026,"En 3-roms selveierleilighet du aldri har sett maken til! - Klassiske, vakre detaljer - Lekkert bad fra 2019 - Vedovn",FARGEMAGI PÅ TØYEN,5 200 000 kr,"Om boligenNå har du muligheten til å sikre deg en supersentral og sjarmerende 3-roms beliggende i rolig blindgate på Enerhaugen!  Dette er en herlig fargefest av en leilighet malt og modernisert i glade farger som vitner om en stor passion for interiør og design. En herlig takhøyde, lekkert bad, og mulighet til å slå sammen kjøkken og stue for å skape større sosial sone er bare noe av det denne leiligheten kan by på. Gå sommeren i møte i denne unike leiligheten som oser av godfølelse. Rett utenfor døra finner du grønne lunger, uteservering, mat fra hele verden og badebrygger å nyte sommerdagene på.  - Fløydører og rosett i tak - Rålekkert bad fra 2019 med garanti - Spennende ombyggingsmuligheter - Lave fellesutgifter - Godt utleieobjekt Minus Vis mindreNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.Pluss Vis hele beskrivelsenNB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","Smedgata 5, 0651 Oslo",Kommunenr: 301Gårdsnr: 230Bruksnr: 303Seksjonsnr: 6,"{'Boligtype': 'Leilighet', 'Eieform': 'Eier (Selveier)', 'Soverom': '2', 'Internt bruksareal': '58 m² (BRA-i)', 'Bruksareal': '58 m²', 'Etasje': '2', 'Byggeår': '1879', 'Energimerking': 'G - Oransje', 'Rom': '3', 'Tomteareal': '435 m² (eiet)'}","{'Totalpris': '5\xa0401\xa0461 kr', 'Omkostninger': '145\xa0831 kr', 'Fellesgjeld': '55\xa0630 kr', 'Felleskost/mnd.': '2\xa0873 kr', 'Fellesformue': '18\xa0566 kr', 'Formuesverdi': '1\xa0224\xa0409 kr'}",BarnevennligBredbåndstilknytningHageKjæledyr tillattOffentlig vann/kloakkPeis/IldstedRoligSentraltLademulighet
